video_id,neg,neu,pos,total_tokens,chunk_count
Xd9Aj9PYats,-2.81991720,0.23089172,2.90522671,180,1
mj3KdTI-MJc,-2.17857313,0.63513565,1.47983086,278,1
NB1MbFGLP-4,-3.39951777,0.45537752,3.10518146,111,1
BNzOf0LMMmU,-3.14023209,0.71023858,2.36409974,79,1
jmSIiXWTuXU,-2.24710751,0.80607367,1.01895618,78,1
hptX6cW2ECo,-2.48175192,1.62193692,0.59548968,119,1
GRs2eMGVQzk,-2.43378901,0.42441916,2.10528517,178,1
G3ZfdXs0-9I,-1.24455845,0.80801034,0.13362151,93,1
Qsp9UZE4meE,-0.41269368,0.92122293,-0.63220417,95,1
HTsdJOz_xPk,0.76790667,0.36926359,-1.38071835,185,1
ILxNd2QIasc,0.86079097,0.59482419,-1.81710672,76,1
x2ZNXlO-aLo,0.82527608,0.44449520,-1.61904311,165,1
tXbrcJT9zGs,-1.56507695,1.26846218,0.17857516,145,1
jz18zZa2z6U,-1.16076016,0.54917455,0.48032698,155,1
GF7dN0SA_qo,0.13688311,0.59812629,-1.05859411,219,1
9N5TxhlZpvY,-3.52765059,1.32053888,2.09177899,60,1
mk2CpplfyjQ,-3.08018351,0.48884237,2.75498867,123,1
-s5EvgVDmh4,-3.27245164,0.55138302,2.80509734,143,1
sokOOEAxWlc,-2.46563697,1.03979933,1.37823927,374,1
-74AZF9v5yY,0.20239741,0.83481997,-1.13330209,76,1
vvyU8gsyRB4,-2.98901796,0.59499025,2.29762936,53,1
bkET9bBSl04,1.88334394,0.16373456,-2.41995668,98,1
owzpW0pjBYs,-1.99131584,0.18137291,1.81995940,136,1
Gfwd1bve_Tg,-2.29070497,0.79594600,1.47870731,366,1
JnzqM9mkyuc,-2.60345483,1.26184559,1.18953514,124,1
iSnSIDRkcY0,-0.34442377,0.83188993,-0.87332094,155,1
BpK4HCUyt6Q,-2.49305248,0.97562832,1.28574872,98,1
UZZRXY0_kRs,-1.00779569,0.70239514,-0.03250674,145,1
APMWPy8P50w,-2.75745797,0.90307897,1.72229230,311,1
0Om7LUkwVFc,-2.25070548,0.19633606,2.29049873,150,1
ipWbEcTyGr4,-1.91481781,1.06269431,0.48009411,122,1
IMcx4YHt8eo,-3.35165763,0.40539384,3.22255421,173,1
83zaz8hMBKo,-3.09445119,1.50781918,1.42985749,138,1
ZtaY5GzKYbg,-2.95557499,1.63399386,1.29131997,79,1
CxEe2xydFIA,-2.65806484,0.51985025,2.14031410,140,1
qE5DdIMRxRU,-0.11124364,0.45472574,-0.64918435,121,1
PbMBHnhoqH8,-0.71519935,1.16378880,-0.78035784,152,1
OdrVBXK22jk,-3.32905102,0.63233256,2.82653379,166,1
EjadrlIswlw,-2.92379832,0.43171555,2.65259385,147,1
ihDVi7GJUMo,-0.39279640,0.72764039,-0.71258700,166,1
vvB2WU5mXnc,-0.06632584,0.84299159,-1.14712322,289,1
W48hH55Z-QI,-3.08993101,0.65633488,2.53554535,377,1
jAOo4icuAp0,-3.36161566,1.19391942,2.08251214,141,1
vXRL6oQg1Nw,-2.03376346,0.78680813,1.19068845,913,2
O0pGrT-YqV4,-1.16883242,1.33273900,-0.43324426,128,1
XQ6icGci_t8,-0.08086208,0.65874243,-0.93836391,121,1
z8qitNnycnM,-2.02087522,1.29176736,0.32287410,90,1
d5S-aqy4Lws,-3.14148140,0.86870092,2.00212765,73,1
CS2pPNtWUsc,1.74324656,0.66474235,-2.63880944,183,1
8HJwa0ZVFCo,-1.70207083,0.87040639,0.81141305,73,1
_9kAPZhi5tk,-3.05823445,1.19720352,1.91527534,132,1
QJ_z_q13yD8,-3.08230901,-0.27370644,3.82321739,118,1
xtPa8Oq62y4,-3.52920938,1.24005723,2.06894922,73,1
DtbdaOYRtVY,0.56682748,0.59585041,-1.37794125,117,1
jiyf2oFw7IU,-2.20321584,1.43471348,0.46769777,95,1
dWTBTHPNO00,-1.38499641,1.11933374,0.22373196,271,1
jnief7sLbl8,-1.99854136,0.83303970,1.00184345,169,1
MpW0GF-OBdE,1.55327082,0.56974918,-2.60553885,112,1
BfKsSuq0ja8,-1.29789746,1.16059232,-0.14687625,485,1
jKuXxNsZYo4,-3.50606418,1.19420469,2.16980648,81,1
ZR4DewDj4bI,-3.19487405,1.74603677,1.19266737,68,1
aNZilIlu688,0.60387349,0.69069213,-1.64352775,84,1
nZlfVjwQw_Y,-0.56655890,0.94261873,-0.61415523,400,1
SDoUf50vIoc,-1.88442600,1.49798405,0.03178434,83,1
L9Bo1djA3pU,0.46260947,0.67113990,-1.44122982,106,1
qEmpjEEGJ28,-1.79875517,0.90292025,0.45467785,97,1
O9mj_rodIGE,1.09403968,0.66839248,-2.13505363,178,1
8-f3PTVCeVQ,-2.13663054,0.84956431,0.95187962,82,1
rYJYJMYJjEQ,0.27843416,0.92093402,-1.34763503,241,1
hdHjc4ps-6E,-2.66792297,1.05327809,1.44652545,402,1
EMi7KzLhxwA,-3.05789518,1.20784414,1.84593320,113,1
DEOuK76Tvvo,-1.03030097,0.76874340,0.03491461,69,1
E10LBMfsjvk,-1.33440042,0.86596406,0.18002865,58,1
8dGsszVtMGA,0.38883495,0.64555156,-1.40898931,308,1
ZdDzYpeyQI8,-2.15676999,1.36231589,0.42752463,186,1
10o9g28tQPA,-3.14401364,0.08696727,3.27682137,93,1
RHmqSZTNcjI,-0.51008868,0.62337929,-0.44243798,103,1
jrBLWBFBwmY,-0.53014314,0.77244121,-0.46382597,390,1
TYW5XfWm08I,-1.11160982,0.78495491,0.05600404,116,1
SEBz4n7F8OA,-1.43197000,0.53476673,0.65888000,87,1
WXvmqymUirQ,-1.56196451,0.49143195,0.89503884,87,1
t907obiZGQQ,1.18117464,0.35014480,-1.72393394,132,1
IP3yuKq5UQY,-2.04794931,0.59843916,1.60676908,150,1
1AdDuXQHH6w,1.91855896,0.50499684,-2.68593645,98,1
hTyP9WsTJFk,-1.33561158,1.23477316,-0.16104826,88,1
nKiRMmekaFA,-0.53818439,0.77150731,-0.35608286,577,2
c5QoC9qOdCU,1.26238883,0.68479323,-2.25563383,115,1
hFa_qB0OmRA,-0.52163410,0.60604334,-0.34750983,168,1
mftWp1PPnLw,-0.16986164,0.63356858,-0.75350130,146,1
lj9h_MP_cOg,-0.84289187,1.03756821,-0.51178277,394,1
t32sdR8cmDU,1.15720415,0.17133217,-1.75599647,138,1
z4jUpvTYNjk,-1.23287261,1.24878073,-0.26873812,261,1
NrboZ-ASNMQ,-2.16290379,0.69978625,1.28957760,99,1
zPrUEfLmJy8,-1.23287261,1.24878073,-0.26873812,261,1
Jsc19OBAeQE,-2.78548288,0.31116581,2.74047971,230,1
e_T5zFvtUxE,-2.83368182,0.12322237,2.94072986,124,1
MIOo_yhlmsY,-0.21693882,0.40841526,-0.57374966,107,1
aHVXzVIKP4U,-1.60818541,1.02648902,0.37379619,442,1
C9gBrtnuIUM,0.03817972,0.71662146,-1.03970921,176,1
6GUFeyu9FLU,-0.94830680,0.62046671,0.08745360,121,1
NXhPOb79XE4,0.05443954,0.79196215,-1.28419793,135,1
-mpcFdQLHA4,0.92229223,0.68612623,-1.99169767,176,1
ASZPd4LmK4A,-1.35982370,0.32919985,0.93866348,203,1
JWMwgS-uaVM,-1.30787647,0.31847531,0.89919913,204,1
XDdywPJqgWQ,-1.75508142,0.85349816,0.66466880,268,1
lsocdvS8dmA,-1.64890838,0.69591838,0.71382475,109,1
JtUXIKV0HGc,-1.59324801,0.66496569,0.78960866,204,1
LW_R8meaTbw,0.63476139,0.89942551,-1.70411277,252,1
IzOHGT8z_ag,-2.95357871,0.78961426,2.10531998,153,1
4Xwp-65sWik,-3.15903831,0.77799857,2.20576358,150,1
Z44rqWAWP6Y,-2.57768083,1.21701920,1.02489328,143,1
djzfvHeet60,-0.74258727,1.13422716,-0.76849765,64,1
DOON0zjfuzk,0.77137500,0.60105300,-1.71168435,199,1
u0fieoFaSGY,-1.71418178,0.92297095,0.63359094,182,1
TWNK-OeokcU,-2.26508546,1.74833059,0.06617542,54,1
7jwYJKuct0Q,0.29870462,0.91419876,-1.44349229,291,1
Os9RzEFuaxQ,0.21070710,0.69825357,-1.20642281,147,1
wyP6RN6Nh4g,1.34401369,0.56692296,-2.27960348,165,1
CWzuZ7hArD8,-1.36944211,1.11793506,-0.03317625,123,1
Y9NA41iDIBM,1.62269187,0.62243611,-2.55663204,96,1
xsTxUluqS7s,0.93975472,0.65060771,-1.92215848,122,1
XSrl_5Fo-RY,-3.01581621,1.12208962,1.61910176,71,1
N7ycoZVQvb8,-2.38600492,0.67868936,1.62219059,149,1
1f3R2B1JKpg,-0.44866684,1.12298048,-0.94239908,254,1
h0GKHOSZHpA,-0.83425093,1.04554975,-0.23849410,124,1
TdEC9UKeZgw,-2.65029120,0.78716296,1.79222322,210,1
8Y5f6XjMQrE,-2.70787573,0.21886213,2.63638020,185,1
X0Xx6XPEEMI,-1.57127261,0.83978462,0.48579520,140,1
1_93z4aVbZs,-2.92978024,1.37823915,1.45366514,87,1
j5D2ljZ0FSA,-2.71024418,1.43518305,0.90178055,70,1
j5yzwLQEqcE,0.44499230,0.65741444,-1.49589455,106,1
KTp8keCULkA,-0.44552901,1.03711534,-1.02542365,68,1
4LXk1wwgOo0,-0.34353626,0.99941754,-1.07871878,131,1
VpT-e_ygYi0,-3.14196157,0.31383133,2.91139150,137,1
pT__l8WZp0s,-2.41372156,1.18271220,0.99531424,126,1
90HY_DcS4VA,0.60671419,0.66504109,-1.52052820,135,1
ku3S1ptrLSU,0.72952729,0.57774925,-1.68076313,152,1
4KlLxGxy5DI,-0.42234266,1.10093427,-1.20153582,57,1
SbJukwEya6s,0.08242226,0.61625135,-0.86422503,140,1
ZA6YvtI4_IY,-2.79377294,0.37551278,2.43588018,112,1
5i2OS9yUWHU,-3.25114989,1.48038816,1.60888517,106,1
PiRI6rnH8QI,-3.06423616,0.47784990,2.54977202,93,1
zjUMpwxlA_k,-3.25325131,0.99609482,2.08229232,76,1
kUj0ezPSul0,-2.95239830,1.33358443,1.46346915,91,1
mIvUn_YvBcc,-3.31582141,0.80152684,2.44322228,73,1
b0Cs9v-6hNM,-0.26529557,0.45433718,-0.34866825,113,1
cOml5VXw0ao,0.14097209,0.63243473,-0.97835565,114,1
wd7AFNMYxEc,0.65549994,0.51184511,-1.43014181,132,1
CEyBvUIAL5o,-0.97634065,0.64298922,-0.05846096,123,1
Ul03lWKR4Eo,-0.65308011,1.03677678,-0.60807711,96,1
97lci02RHBE,-2.65543413,0.89130253,1.46266758,54,1
BNGS-lEK4aM,-2.66163659,1.93276989,0.38627127,71,1
xjAChTOyrAo,0.02883529,0.89148134,-1.37262738,121,1
RiX7yS6XNhE,1.22416031,0.63428622,-2.08057761,82,1
5qWlxpyE_uE,1.39429235,0.60830164,-2.39174676,75,1
hQ3zNgVQ2-o,-0.17080754,0.85595906,-0.95509166,81,1
xpAKBy6IP9U,2.01805782,0.27951872,-2.58408737,73,1
eMfdFck-ZhY,-1.08592272,1.55722558,-0.82681084,101,1
y6eJM3Bg5Es,-1.09245455,0.76831204,0.03962236,224,1
R9u3dK3Af5k,-2.34833336,0.56347084,1.68611097,80,1
l44NMp_e4iU,0.63966542,0.47843421,-1.31417882,355,1
lQnsSlbM64U,0.33821630,0.39644003,-1.00055945,197,1
4OADy5mHitQ,0.03193175,0.79952025,-0.99324226,255,1
FMMKcuQZiRA,1.85362005,0.42771536,-2.52345014,188,1
cdRfEGr9a1o,-1.42879558,1.14940083,-0.25231358,106,1
QQWFzz_JBow,-1.13531208,0.86194879,0.01003971,106,1
hqKpEIgANuw,1.15256333,0.48223478,-1.97257984,165,1
saRBoIFup3M,-2.13379622,0.54326355,1.38114214,134,1
vXRAzgjZ-Kw,0.12141430,0.81839734,-1.16038740,106,1
wFkMByDAdXs,-1.26769245,1.05037677,-0.29231218,127,1
V4YqBlnWsS8,0.35428205,0.47690374,-1.15634954,158,1
tZwVeeNPwzs,0.00577099,0.86915481,-1.15593255,111,1
qXOfFTRuLSE,0.73069602,0.60214013,-1.61050308,261,1
nMfSwpJKEPk,-3.46594143,1.55435359,1.70390403,60,1
lD7uudeU3cY,1.31212747,0.55484474,-2.13120747,191,1
p3-qiYc7nxk,0.34132826,0.79639542,-1.42762208,113,1
s7--jKHP9og,0.28227097,0.79237813,-1.25492656,141,1
BKtFuRKnJC0,1.05001068,0.60402685,-2.00056195,83,1
PLG_ZTr9hp4,-1.59258914,1.03497136,0.24126807,170,1
j2BsaTyWlA8,1.90218186,0.24594881,-2.36645150,89,1
Cw3gxtfxorI,-2.24851656,0.31240797,1.76116002,50,1
5Qi-6w4X658,0.47503847,0.83214778,-1.55153549,321,1
4a-G4iC3Y60,-2.42215538,1.12183964,1.09927940,84,1
JvN-Kodf29U,-3.56234097,1.37460327,2.18195343,97,1
vV5yhEsrv4U,-0.14529119,0.56230795,-0.53774571,68,1
MIA10OgFxBM,1.48733091,0.42441815,-2.20873117,182,1
EcGW9Uzvb20,-3.50772667,0.86357361,2.60162902,167,1
cfHnJ_kWvko,-1.37618363,1.36259532,-0.51758897,56,1
WOHJvGUHEFg,-3.20987725,0.62372386,2.60015774,109,1
NapKPX-3YeY,-1.89184880,0.34779215,1.60456812,113,1
YJgs059-kME,-3.41646147,0.83159280,2.59216738,168,1
oW-iHGtf0yM,-1.75569689,0.64840353,0.98450404,165,1
hKh32sFh61E,-0.35435206,0.57239729,-0.64849687,127,1
jpjvub-bKZ8,-3.45925617,1.50388634,1.79244030,75,1
1woWm-5tdB0,0.75098425,0.65369225,-1.64218736,65,1
ZEsAv8e2SyY,-3.05257559,1.66379821,1.08821428,68,1
I1WTLEv8W_Q,-0.09299381,0.54720604,-0.82634348,136,1
n09ioK0wTxE,-0.02071029,0.72469521,-0.87535673,138,1
gtbyZ_KNzJc,-0.81536907,0.84028697,-0.15894628,224,1
ogb3DVkElEM,-2.89020014,1.13541842,1.46837330,55,1
6h4FIL1XZqM,-0.21246223,0.80993819,-0.91620439,184,1
1iJvXqf0tyg,-3.26164627,1.05407226,2.07889581,101,1
v8MkbqaDKPQ,1.36393046,0.66502368,-2.27610397,77,1
Bwid7caAoS8,2.25413632,0.04852774,-2.63556194,170,1
HEbdzzN5_t4,0.16797017,0.79289573,-1.38879550,157,1
6TObvryqrHQ,-2.85922313,0.93032765,1.91895247,221,1
TB5Z6Ddwvtg,-1.59986520,0.74244815,0.72316658,280,1
u8J-wbDlGjo,-1.18625057,0.63759315,0.33140486,47,1
bjwCFnPQQ10,-3.17216229,0.73380119,2.50526619,95,1
2oERk1us4cQ,-1.90672529,0.60316980,1.28835428,123,1
DL3mDGkFZWc,-0.39321595,0.36769408,-0.15522572,157,1
U6bf156VtLA,-1.18585825,0.67442113,0.18798155,49,1
w07_R7U1xYE,-2.20510602,0.60761011,1.57225895,158,1
-6-X5mM_DM8,-0.03176237,0.92648059,-1.15585530,126,1
HYMd0-2l92Q,1.19447756,0.49772477,-1.87645090,181,1
YXSOmajbV8I,0.62588871,0.53694129,-1.32116091,162,1
0JUiMVPWStY,0.65274024,0.64829075,-1.45560443,187,1
PzlJdkAFTds,-3.02071929,0.93782365,2.04110241,218,1
ahoKtXtqhtw,-2.94543123,-0.27862662,3.68469238,90,1
tO9baJGlOKQ,-0.84766841,1.37866962,-0.87235051,77,1
EV_IZ7RWxC4,-0.97847766,1.34172070,-0.68451846,224,1
4BXLlTvlARY,-1.68702698,1.41602421,0.03756313,104,1
IOIcvUlmggY,-1.54535151,0.64286947,0.59228003,96,1
KfJqQdjDAk8,-2.54290247,0.76054245,1.62466300,76,1
e9qChi1DlXA,0.54986018,0.37798768,-1.32016337,228,1
PwMww_ldnDs,-1.14199638,1.23795831,-0.54400718,110,1
hTcWfMv2wws,0.94739318,0.48148406,-1.73576283,181,1
6jOLJm1gpDA,0.27613896,0.62736738,-1.26449573,132,1
JTeTtUgJhgs,0.82972902,0.53854728,-1.64067125,180,1
Vrh0QugNbaw,0.01752488,0.71445733,-1.01467979,127,1
YMncNoLZtUY,-1.73319280,0.84916413,0.58429903,117,1
r_wpDdPmmaY,-0.89726287,0.73976302,-0.06037746,285,1
S5AZhQIvKB0,-1.90634871,0.89351040,0.80793506,65,1
wh1btwpb-XY,-1.85741889,0.61800289,1.04470444,128,1
13xwIJnggvo,-2.99051833,0.25560164,2.90983820,123,1
hpiO-iInOEk,-2.83710003,0.93126422,1.73678792,138,1
woYPr39Hqyc,-2.86531544,1.37329769,1.31236362,158,1
nNQYhwTeAN0,-0.65965968,0.50576919,-0.21312457,160,1
AgdS6_IffM0,-1.12466228,0.81326514,-0.04377539,135,1
pYGWTyDES_A,-0.34989607,1.18406129,-1.04100323,104,1
EIGX2CuXjPk,-3.59484506,0.76956856,2.87706518,104,1
5A140K72alM,-2.42440391,0.68959177,1.65136087,92,1
6n_mn-7qeIM,-2.29809237,0.44330335,1.89311218,104,1
7hKWTgfU6TI,-2.68471599,0.65278018,1.96825540,144,1
H71nco0_yig,1.87311554,0.41809517,-2.51715636,93,1
hguK6vqaYoE,-1.43904400,0.85274190,0.37602478,149,1
7Ak3q0WCdjg,1.39392269,0.68247557,-2.29720879,204,1
Ww5AupLKGAQ,-3.32495689,0.24295227,3.30144072,91,1
5_R_Ty7Jh18,-2.74579716,1.10018861,1.55983913,175,1
fu22TH0jfOE,-2.86929917,0.23043136,2.79896450,98,1
DUJDB-r9fy4,-2.06301451,1.40461385,0.32287303,110,1
ADISo1x7HmE,-3.56674385,0.50481945,3.23912668,98,1
8Nv8g84K8Qo,0.03067480,0.73043561,-0.95216191,112,1
3P_C1e-uhSk,0.22852838,0.18600436,-0.77092803,198,1
vuRYVcBseZM,-2.17646456,0.22266625,2.23452377,393,1
KH_eTUj_FJM,0.49841791,0.40492463,-1.17791462,206,1
ILmI9_s9Xkw,-1.59881032,0.66395330,0.67726147,184,1
Yxd2cEfx_-g,-0.14631286,0.60604823,-0.65175527,149,1
ujaEyvzkg18,-0.76637203,1.08552969,-0.57483780,91,1
UNuTSaUO_FY,0.45029646,0.80669254,-1.46959221,303,1
4n_JIu2u8TY,0.61601049,0.72445345,-1.63235486,339,1
eE8hUKzz0tU,0.01650049,0.64160758,-1.01085603,114,1
01WO8dy7u-c,-1.05587971,0.94122595,-0.15397197,272,1
Jal4nz5GXlM,-2.13636208,0.79465783,1.43233824,92,1
F7IH6Wu3NWs,-2.75622344,1.12708569,1.56376088,182,1
1MFi132LVno,0.04751885,0.80686307,-1.10397518,109,1
ce8s0N7PsEM,-3.19869757,1.68433142,1.29481828,119,1
57iSRAfrBI8,-0.41576049,0.55019915,-0.32489866,194,1
QubE8_2-pPk,-1.75246389,1.52529898,-0.00366128,840,2
ULy0WJy9RuI,-1.44339703,1.23354780,-0.04924458,615,2
5JZkQpgwTSs,-0.48535529,0.60860127,-0.40929714,79,1
7h2P3-SDdvY,-0.13831021,1.03903913,-1.06620491,132,1
p6c457kwz0w,-1.32786989,1.07378793,-0.07212771,143,1
c8g_O_8al3U,-2.72361517,0.73317355,1.96542835,81,1
UhZXylr9GTU,-0.35232610,0.60967779,-0.54726440,180,1
rf5hOsE5NIk,-2.03119969,0.86253750,0.89549565,164,1
K6fZ8RRbJIs,0.24770123,1.27461100,-1.84326541,168,1
UN8cIcTAbQU,-2.47813463,0.56405085,1.83731163,114,1
ZNOlrgJFen0,-0.32300726,0.67080677,-0.61580312,83,1
r44kxCblmDk,0.41183388,0.83600235,-1.47162712,187,1
iwQmImBCdlQ,0.82574534,0.51989579,-1.60517943,85,1
ca296IqRJgc,1.00817394,0.67966628,-1.97607410,94,1
tvnWQZwFTUE,-2.92717838,0.11629900,3.05250263,225,1
9AeuDGvSpxU,-1.43762946,0.06806102,1.46944559,127,1
Vq9iR-udlUE,-2.05721804,0.87265957,1.06441758,880,2
Kzog8vf0bkg,-0.46192947,0.71873021,-0.49449286,295,1
G0MFB2AkPNk,0.94044882,0.57255214,-1.83617032,293,1
Oav0ZcXi998,-0.78778589,0.76438278,-0.12841722,362,1
cgHGB3eALRU,0.75896466,0.39565742,-1.49588442,152,1
Pl563j5RNX0,-1.54670107,1.06617868,0.07659809,139,1
WnpzWESUHXY,-3.16141558,1.17429066,1.85307276,94,1
c5UQs-F0tqs,-0.46901011,1.31266701,-1.15877903,134,1
VQUwmPg9-IY,-2.09818864,0.78345108,1.18176234,384,1
GQrJ7tjd-qc,-0.69826234,0.92900261,-0.44691407,943,2
M6g_9mBdDGQ,-2.11624956,1.53271961,0.26272693,197,1
zHeHsag70q4,-0.65226042,1.28904688,-0.98272371,467,1
RkFcdeok4Xc,-2.14797091,1.54550767,0.17918161,96,1
UHfX1YgwcsM,-2.96737337,1.25857651,1.61381912,150,1
49qHlshRY94,0.12460439,0.88343215,-1.37242174,108,1
ulB5gFt0z9s,-3.23551941,0.21337123,3.39539814,73,1
_JkhnywP0fI,-2.99059129,0.87450624,1.97561991,118,1
vxXylh84h3Q,-2.86234283,0.80121821,1.89635599,191,1
-_Pk9TAu9Nk,-2.46985841,1.34977460,1.05475986,80,1
fyJjX2VePQo,-2.40167308,0.92298615,1.28121042,102,1
-RDFy5CcvwY,-3.42862463,0.91262263,2.51766777,166,1
Ghg2sAUaV4I,-3.23891330,0.55861044,2.68514419,122,1
394YhHoAkbc,-3.12393713,1.23001671,1.81080985,133,1
yRZyGdZql64,-2.97348356,0.56423944,2.56704283,356,1
7cJlf_3lmgQ,-2.34240031,0.91129893,1.29478657,140,1
f4cnqtNCn0s,-1.51113570,0.68444985,0.74399072,319,1
fkpJTxrhF0Q,-1.21339059,0.77733982,0.32401827,269,1
yXxOPbE1GkA,-2.24785185,1.36598539,0.74314368,125,1
euQV-wYJdd4,-0.59356254,0.79547316,-0.40223843,116,1
QIkevYnWYBU,-0.12961751,0.67242754,-0.60308273,734,2
sWfrmWr-zAc,-0.06922898,0.95271283,-0.89233512,101,1
I4vQDC94YkI,-1.71969235,0.87838495,0.81479615,74,1
dHSZYoiRVFo,-3.17793632,0.67469001,2.66540289,116,1
ZA564vFZR_E,-2.66665673,1.99358296,0.60611230,72,1
-yoAUr4ir4o,-3.53555727,1.16102719,2.25469255,88,1
MhKYl12-3Ao,-1.49534178,0.64692289,0.61690545,117,1
Ps3N5RIlW1k,-1.42669845,1.05347860,0.16681626,253,1
hTjNiIOJPyk,0.48229235,0.81460643,-1.53277922,103,1
P7py3UXpn1E,-3.02918720,1.09283745,2.05943203,144,1
STkv-JgpFaY,-3.28382301,1.19350171,1.98967457,176,1
I1_zFjV9UUg,-1.83448005,0.74423450,0.89476794,416,1
PKzf3jLm5M4,-2.45664072,0.62416071,1.83741558,300,1
eg_Li4_koCA,-1.23065650,0.66446817,0.48350132,128,1
FhyA16wmEbM,-1.81498316,0.93089115,0.64160449,519,2
6ooaP3YrBOc,-0.77389538,0.86962610,-0.35101622,179,1
f1B05wv3B0Y,-1.32626081,0.47460598,0.80166453,124,1
21R-tGt4jzY,-0.41186899,0.83146626,-0.55062437,114,1
gfctE7ekhMQ,1.09131384,0.55729353,-2.06908894,80,1
SpGGZFcxwOw,-1.03249872,1.22718978,-0.56451654,84,1
D_nAXRLSWxs,1.99592733,0.21351314,-2.44348979,131,1
8ksbIM-qnrI,-0.17430985,0.81096955,-0.86800664,736,2
xOkkq5DVag4,0.17343378,1.10083354,-1.52941549,69,1
PhCmiu3kWws,0.56331331,0.76670396,-1.54889202,99,1
1jQKP_mwINA,-2.94152260,0.80410993,2.12040496,179,1
bcO42Ca6M7I,0.76127291,0.41120166,-1.46253359,144,1
VmgMQR1ZXfE,-0.55553806,0.67533249,-0.27271155,118,1
ytefZQuRCWE,-3.48895097,0.85314643,2.84192801,102,1
4WeamDgxdgE,0.42403030,0.61977822,-1.24894607,319,1
Y9txMmaU7io,-0.49304244,0.83301318,-0.51246130,226,1
t32OzA61qRQ,-1.46389890,1.21235943,0.01213556,180,1
sZDLj3Gtl2g,0.08325680,0.57820046,-0.83265686,114,1
3DX9U0oH-l0,1.31139731,0.53466952,-2.11648631,84,1
MGpBBtUbRbc,1.50632262,0.76765001,-2.51245427,92,1
qo3Hk0p_cX8,1.70647383,0.31432194,-2.38323021,106,1
VVJ8aBDeQQI,0.15473771,1.15622890,-1.61081505,168,1
3swK8Uw5UNo,-2.97540641,0.52881968,2.39961934,116,1
uPX6Kd5MQ3Q,-1.18387220,0.90845032,0.03372297,618,2
uiUT9U8F-tk,0.27087796,0.77739155,-1.33725691,466,1
PyHzGXTDOks,-1.14868605,0.68764812,0.33037081,170,1
yk_y7sYweuo,-1.21474515,1.34759874,-0.43624618,552,2
oNbay2jXgIM,-2.83332181,0.06291430,2.95787930,151,1
ENYrekn_iK8,1.61921656,0.34003210,-2.27835298,313,1
XppDkHjnw_I,-1.01026106,1.05804789,-0.15567890,450,1
m2ZBXnAfKmw,-0.09372613,0.61412841,-0.74407476,364,1
4ACrFQ27qXU,0.56117421,0.81370971,-1.67084583,1159,3
Z_3f9kffkF4,0.18949230,0.78253619,-1.26843129,835,2
9vQngdcfTXg,-2.97540641,0.52881968,2.39961934,116,1
k6EYBgh-ePs,0.15473771,1.15622890,-1.61081505,168,1
HLjw7ZUzgtE,-0.16331492,1.05647612,-1.17503357,150,1
PR1eJEArc-w,1.44340694,0.40606487,-2.17057705,205,1
tT8Ht2Nwr_0,-0.54348183,0.99219882,-0.62336361,113,1
K7o7FYA1J7M,0.12894134,0.69218940,-1.07915235,89,1
SSYRWnD3CgY,-1.23502612,1.04934978,0.01320722,108,1
09T5TB_RxOc,1.44990230,0.30617321,-2.12028527,155,1
HH05Pv5Reqw,-2.76095104,1.72124338,0.74915481,133,1
ZSjgmv3QTek,-1.82776892,1.43637061,0.15982993,121,1
bVJQMBSLBN0,0.34722143,0.74346602,-1.36776602,112,1
ns5sUzv8hQw,2.03418303,0.13519551,-2.48777699,95,1
4N4c2Jgrxu4,-2.21460652,1.53086674,0.41573218,141,1
R3BDix7nu9s,-3.08889437,1.00660467,2.11350083,129,1
tkp7WT-k0RQ,-3.24225378,0.51919377,2.78104901,140,1
rA_X0TnrD2o,-3.50468588,0.53995728,3.00548649,175,1
0UBWZQurtgQ,-2.97880435,1.35341501,1.39406705,166,1
-FzRF0LmL1I,1.52737856,0.35577202,-2.16621280,262,1
TJXu0yF-gFE,-2.65790844,1.58983731,0.88672078,296,1
SMgxd6SqQYY,-3.27571821,1.11199367,2.04847670,242,1
SaS5h7QcChw,-2.00721645,0.85962766,1.01427472,117,1
XCuLC7k99oI,-3.15942955,0.79045260,2.27346873,125,1
eDieDRShao0,-2.38094926,0.84424073,1.26161540,137,1
QRukl7UheEg,0.69000512,0.72260642,-1.73398829,446,1
f2VI-fxMI4U,-3.15538406,0.41805696,2.80612445,114,1
r_VdjlpWzEY,-2.73688698,0.85490549,1.78931439,147,1
qWtrb7OgUTw,-1.15436375,0.76336163,0.18313566,189,1
XrdePHeXUfA,-3.02163458,0.82513225,2.10877132,66,1
KBRt-aKR6WE,-2.60164356,0.89395815,1.48323452,161,1
8N9Iyi6c5yk,-2.08252859,0.86872947,0.87922055,131,1
dphCW0E3zP4,-0.26467162,0.89137083,-0.89809221,79,1
0Y2T_Tku-Jo,-1.04219825,0.92264286,-0.16451220,795,2
K6xVKrV4pig,-0.29966325,0.72608435,-0.69847238,214,1
duQQCWyDDTo,-1.14748943,0.66816719,0.19409840,833,2
LWkB_6shVWM,-2.59938765,0.80341214,1.55628324,151,1
UrSt7ijXXTw,-2.69315147,0.43584079,2.29545164,166,1
8aq_9jrOp98,-0.10832922,0.69521695,-0.88160598,141,1
C4G7WOGLH2U,-0.49109459,0.76011598,-0.52480412,213,1
RonCoU7nYxE,-3.20941257,0.24659444,3.30043793,92,1
evkmfNAA09Q,-2.30239463,0.87018174,1.00148273,122,1
